chapter_folder,word_number,type,english,french,relative_path
03_Prepositions_Building_Sentences,100,sentence2,We traveled by train.,Nous avons voyagé en train.,03_Prepositions_Building_Sentences/100_by_ex2.m4a
04_Core_Verbs,101,word,to be,être,04_Core_Verbs/101_to_be.m4a
04_Core_Verbs,101,sentence1,I am happy.,Je suis heureux.,04_Core_Verbs/101_to_be_ex1.m4a
04_Core_Verbs,101,sentence2,She is a doctor.,Elle est médecin.,04_Core_Verbs/101_to_be_ex2.m4a
04_Core_Verbs,102,word,to have,avoir,04_Core_Verbs/102_to_have.m4a
04_Core_Verbs,102,sentence1,I have two brothers.,J'ai deux frères.,04_Core_Verbs/102_to_have_ex1.m4a
04_Core_Verbs,102,sentence2,She has a new car.,Elle a une nouvelle voiture.,04_Core_Verbs/102_to_have_ex2.m4a
04_Core_Verbs,103,word,to do,faire,04_Core_Verbs/103_to_do.m4a
04_Core_Verbs,103,sentence1,What do you do for a living?,Que fais-tu dans la vie ?,04_Core_Verbs/103_to_do_ex1.m4a
04_Core_Verbs,103,sentence2,She does her homework every evening.,Elle fait ses devoirs chaque soir.,04_Core_Verbs/103_to_do_ex2.m4a
04_Core_Verbs,104,word,to go,aller,04_Core_Verbs/104_to_go.m4a
04_Core_Verbs,104,sentence1,I go to school every day.,Je vais à l'école tous les jours.,04_Core_Verbs/104_to_go_ex1.m4a
04_Core_Verbs,104,sentence2,She went to the market.,Elle est allée au marché.,04_Core_Verbs/104_to_go_ex2.m4a
04_Core_Verbs,105,word,to come,venir,04_Core_Verbs/105_to_come.m4a
04_Core_Verbs,105,sentence1,"Come here, please.","Viens ici, s'il te plaît.",04_Core_Verbs/105_to_come_ex1.m4a
04_Core_Verbs,105,sentence2,She came to visit us.,Elle est venue nous rendre visite.,04_Core_Verbs/105_to_come_ex2.m4a
04_Core_Verbs,106,word,to say,dire,04_Core_Verbs/106_to_say.m4a
04_Core_Verbs,106,sentence1,What did you say?,Qu'as-tu dit ?,04_Core_Verbs/106_to_say_ex1.m4a
04_Core_Verbs,106,sentence2,She said she was tired.,Elle a dit qu'elle était fatiguée.,04_Core_Verbs/106_to_say_ex2.m4a
04_Core_Verbs,107,word,to speak,parler,04_Core_Verbs/107_to_speak.m4a
04_Core_Verbs,107,sentence1,She speaks three languages.,Elle parle trois langues.,04_Core_Verbs/107_to_speak_ex1.m4a
04_Core_Verbs,107,sentence2,Can you speak more slowly?,Peux-tu parler plus lentement ?,04_Core_Verbs/107_to_speak_ex2.m4a
04_Core_Verbs,108,word,to talk,parler / discuter,04_Core_Verbs/108_to_talk.m4a
04_Core_Verbs,108,sentence1,Let's talk about your plans.,Parlons de tes projets.,04_Core_Verbs/108_to_talk_ex1.m4a
04_Core_Verbs,108,sentence2,She talked to her friend for hours.,Elle a discuté avec son amie pendant des heures.,04_Core_Verbs/108_to_talk_ex2.m4a
04_Core_Verbs,109,word,to see,voir,04_Core_Verbs/109_to_see.m4a
04_Core_Verbs,109,sentence1,I see a bird in the tree.,Je vois un oiseau dans l'arbre.,04_Core_Verbs/109_to_see_ex1.m4a
04_Core_Verbs,109,sentence2,She saw her friend at the store.,Elle a vu son amie au magasin.,04_Core_Verbs/109_to_see_ex2.m4a
04_Core_Verbs,110,word,to look,regarder,04_Core_Verbs/110_to_look.m4a
04_Core_Verbs,110,sentence1,Look at the sky.,Regarde le ciel.,04_Core_Verbs/110_to_look_ex1.m4a
04_Core_Verbs,110,sentence2,She looked at me and smiled.,Elle m'a regardé et a souri.,04_Core_Verbs/110_to_look_ex2.m4a
04_Core_Verbs,111,word,to watch,regarder,04_Core_Verbs/111_to_watch.m4a
04_Core_Verbs,111,sentence1,We watched a movie last night.,Nous avons regardé un film hier soir.,04_Core_Verbs/111_to_watch_ex1.m4a
04_Core_Verbs,111,sentence2,She watches the news every evening.,Elle regarde les nouvelles chaque soir.,04_Core_Verbs/111_to_watch_ex2.m4a
04_Core_Verbs,112,word,to hear,entendre,04_Core_Verbs/112_to_hear.m4a
04_Core_Verbs,112,sentence1,I hear music in the distance.,J'entends de la musique au loin.,04_Core_Verbs/112_to_hear_ex1.m4a
04_Core_Verbs,112,sentence2,She heard a strange noise.,Elle a entendu un bruit étrange.,04_Core_Verbs/112_to_hear_ex2.m4a
04_Core_Verbs,113,word,to listen,écouter,04_Core_Verbs/113_to_listen.m4a
04_Core_Verbs,113,sentence1,Listen to me carefully.,Écoute-moi attentivement.,04_Core_Verbs/113_to_listen_ex1.m4a
04_Core_Verbs,113,sentence2,She listens to music every day.,Elle écoute de la musique tous les jours.,04_Core_Verbs/113_to_listen_ex2.m4a
04_Core_Verbs,114,word,to know,savoir / connaître,04_Core_Verbs/114_to_know.m4a
04_Core_Verbs,114,sentence1,I know the answer.,Je connais la réponse.,04_Core_Verbs/114_to_know_ex1.m4a
04_Core_Verbs,114,sentence2,She knows how to cook.,Elle sait cuisiner.,04_Core_Verbs/114_to_know_ex2.m4a
04_Core_Verbs,115,word,to think,penser,04_Core_Verbs/115_to_think.m4a
04_Core_Verbs,115,sentence1,I think this is a good idea.,Je pense que c'est une bonne idée.,04_Core_Verbs/115_to_think_ex1.m4a
04_Core_Verbs,115,sentence2,She thinks about her family often.,Elle pense souvent à sa famille.,04_Core_Verbs/115_to_think_ex2.m4a
04_Core_Verbs,116,word,to believe,croire,04_Core_Verbs/116_to_believe.m4a
04_Core_Verbs,116,sentence1,I believe you.,Je te crois.,04_Core_Verbs/116_to_believe_ex1.m4a
04_Core_Verbs,116,sentence2,She believes in hard work.,Elle croit au travail acharné.,04_Core_Verbs/116_to_believe_ex2.m4a
04_Core_Verbs,117,word,to understand,comprendre,04_Core_Verbs/117_to_understand.m4a
04_Core_Verbs,117,sentence1,I understand your point of view.,Je comprends ton point de vue.,04_Core_Verbs/117_to_understand_ex1.m4a
04_Core_Verbs,117,sentence2,She understands French very well.,Elle comprend très bien le français.,04_Core_Verbs/117_to_understand_ex2.m4a
04_Core_Verbs,118,word,to want,vouloir,04_Core_Verbs/118_to_want.m4a
04_Core_Verbs,118,sentence1,I want a cup of coffee.,Je veux une tasse de café.,04_Core_Verbs/118_to_want_ex1.m4a
04_Core_Verbs,118,sentence2,She wants to learn French.,Elle veut apprendre le français.,04_Core_Verbs/118_to_want_ex2.m4a
04_Core_Verbs,119,word,to need,avoir besoin de,04_Core_Verbs/119_to_need.m4a
04_Core_Verbs,119,sentence1,I need some rest.,J'ai besoin de repos.,04_Core_Verbs/119_to_need_ex1.m4a
04_Core_Verbs,119,sentence2,She needs a new phone.,Elle a besoin d'un nouveau téléphone.,04_Core_Verbs/119_to_need_ex2.m4a
04_Core_Verbs,120,word,to like,aimer bien,04_Core_Verbs/120_to_like.m4a
04_Core_Verbs,120,sentence1,I like this song.,J'aime bien cette chanson.,04_Core_Verbs/120_to_like_ex1.m4a
04_Core_Verbs,120,sentence2,She likes coffee in the morning.,Elle aime le café le matin.,04_Core_Verbs/120_to_like_ex2.m4a
04_Core_Verbs,121,word,to love,aimer,04_Core_Verbs/121_to_love.m4a
04_Core_Verbs,121,sentence1,I love my family.,J'aime ma famille.,04_Core_Verbs/121_to_love_ex1.m4a
04_Core_Verbs,121,sentence2,She loves music.,Elle aime la musique.,04_Core_Verbs/121_to_love_ex2.m4a
04_Core_Verbs,122,word,to hate,détester,04_Core_Verbs/122_to_hate.m4a
04_Core_Verbs,122,sentence1,I hate waiting in line.,Je déteste attendre dans la file.,04_Core_Verbs/122_to_hate_ex1.m4a
04_Core_Verbs,122,sentence2,She hates spiders.,Elle déteste les araignées.,04_Core_Verbs/122_to_hate_ex2.m4a
04_Core_Verbs,123,word,to prefer,préférer,04_Core_Verbs/123_to_prefer.m4a
04_Core_Verbs,123,sentence1,I prefer tea to coffee.,Je préfère le thé au café.,04_Core_Verbs/123_to_prefer_ex1.m4a
04_Core_Verbs,123,sentence2,She prefers to walk.,Elle préfère marcher.,04_Core_Verbs/123_to_prefer_ex2.m4a
04_Core_Verbs,124,word,to give,donner,04_Core_Verbs/124_to_give.m4a
04_Core_Verbs,124,sentence1,I gave her a gift.,Je lui ai donné un cadeau.,04_Core_Verbs/124_to_give_ex1.m4a
04_Core_Verbs,124,sentence2,She gives advice easily.,Elle donne facilement des conseils.,04_Core_Verbs/124_to_give_ex2.m4a
04_Core_Verbs,125,word,to take,prendre,04_Core_Verbs/125_to_take.m4a
04_Core_Verbs,125,sentence1,I take the bus every day.,Je prends le bus tous les jours.,04_Core_Verbs/125_to_take_ex1.m4a
04_Core_Verbs,125,sentence2,She took a photo of the sunset.,Elle a pris une photo du coucher de soleil.,04_Core_Verbs/125_to_take_ex2.m4a
04_Core_Verbs,126,word,to get,obtenir / recevoir,04_Core_Verbs/126_to_get.m4a
04_Core_Verbs,126,sentence1,I got a new job.,J'ai trouvé un nouveau travail.,04_Core_Verbs/126_to_get_ex1.m4a
04_Core_Verbs,126,sentence2,She gets good grades.,Elle obtient de bonnes notes.,04_Core_Verbs/126_to_get_ex2.m4a
04_Core_Verbs,127,word,to make,faire / fabriquer,04_Core_Verbs/127_to_make.m4a
04_Core_Verbs,127,sentence1,I made dinner tonight.,J'ai préparé le dîner ce soir.,04_Core_Verbs/127_to_make_ex1.m4a
04_Core_Verbs,127,sentence2,She makes beautiful jewelry.,Elle fabrique de beaux bijoux.,04_Core_Verbs/127_to_make_ex2.m4a
04_Core_Verbs,128,word,to put,mettre,04_Core_Verbs/128_to_put.m4a
04_Core_Verbs,128,sentence1,I put the book on the table.,J'ai mis le livre sur la table.,04_Core_Verbs/128_to_put_ex1.m4a
04_Core_Verbs,128,sentence2,She put on her coat.,Elle a mis son manteau.,04_Core_Verbs/128_to_put_ex2.m4a
04_Core_Verbs,129,word,to bring,apporter,04_Core_Verbs/129_to_bring.m4a
04_Core_Verbs,129,sentence1,"Bring your umbrella, it might rain.","Apporte ton parapluie, il pourrait pleuvoir.",04_Core_Verbs/129_to_bring_ex1.m4a
04_Core_Verbs,129,sentence2,She brought flowers to the party.,Elle a apporté des fleurs à la fête.,04_Core_Verbs/129_to_bring_ex2.m4a
04_Core_Verbs,130,word,to carry,porter,04_Core_Verbs/130_to_carry.m4a
04_Core_Verbs,130,sentence1,I carry my books in a bag.,Je porte mes livres dans un sac.,04_Core_Verbs/130_to_carry_ex1.m4a
04_Core_Verbs,130,sentence2,She carried the baby carefully.,Elle portait le bébé avec précaution.,04_Core_Verbs/130_to_carry_ex2.m4a
04_Core_Verbs,131,word,to send,envoyer,04_Core_Verbs/131_to_send.m4a
04_Core_Verbs,131,sentence1,I sent her a message.,Je lui ai envoyé un message.,04_Core_Verbs/131_to_send_ex1.m4a
04_Core_Verbs,131,sentence2,She sends letters to her grandmother.,Elle envoie des lettres à sa grand-mère.,04_Core_Verbs/131_to_send_ex2.m4a
04_Core_Verbs,132,word,to receive,recevoir,04_Core_Verbs/132_to_receive.m4a
04_Core_Verbs,132,sentence1,I received your letter.,J'ai reçu ta lettre.,04_Core_Verbs/132_to_receive_ex1.m4a
04_Core_Verbs,132,sentence2,She received a gift from her friend.,Elle a reçu un cadeau de son amie.,04_Core_Verbs/132_to_receive_ex2.m4a
04_Core_Verbs,133,word,to buy,acheter,04_Core_Verbs/133_to_buy.m4a
04_Core_Verbs,133,sentence1,I bought a new car.,J'ai acheté une nouvelle voiture.,04_Core_Verbs/133_to_buy_ex1.m4a
04_Core_Verbs,133,sentence2,She buys groceries every week.,Elle achète des courses chaque semaine.,04_Core_Verbs/133_to_buy_ex2.m4a
04_Core_Verbs,134,word,to sell,vendre,04_Core_Verbs/134_to_sell.m4a
04_Core_Verbs,134,sentence1,I sold my old car.,J'ai vendu ma vieille voiture.,04_Core_Verbs/134_to_sell_ex1.m4a
04_Core_Verbs,134,sentence2,She sells handmade jewelry.,Elle vend des bijoux faits main.,04_Core_Verbs/134_to_sell_ex2.m4a
04_Core_Verbs,135,word,to pay,payer,04_Core_Verbs/135_to_pay.m4a
04_Core_Verbs,135,sentence1,I paid for the tickets.,J'ai payé les billets.,04_Core_Verbs/135_to_pay_ex1.m4a
04_Core_Verbs,135,sentence2,She pays her bills on time.,Elle paie ses factures à temps.,04_Core_Verbs/135_to_pay_ex2.m4a
04_Core_Verbs,136,word,to cost,coûter,04_Core_Verbs/136_to_cost.m4a
04_Core_Verbs,136,sentence1,This dress costs fifty dollars.,Cette robe coûte cinquante dollars.,04_Core_Verbs/136_to_cost_ex1.m4a
04_Core_Verbs,136,sentence2,How much does it cost?,Combien ça coûte ?,04_Core_Verbs/136_to_cost_ex2.m4a
04_Core_Verbs,137,word,to spend,dépenser,04_Core_Verbs/137_to_spend.m4a
04_Core_Verbs,137,sentence1,I spend too much money on clothes.,Je dépense trop d'argent en vêtements.,04_Core_Verbs/137_to_spend_ex1.m4a
04_Core_Verbs,137,sentence2,She spends her weekends reading.,Elle passe ses week-ends à lire.,04_Core_Verbs/137_to_spend_ex2.m4a
04_Core_Verbs,138,word,to save,économiser,04_Core_Verbs/138_to_save.m4a
04_Core_Verbs,138,sentence1,I save money every month.,J'économise de l'argent chaque mois.,04_Core_Verbs/138_to_save_ex1.m4a
04_Core_Verbs,138,sentence2,She saved him from danger.,Elle l'a sauvé du danger.,04_Core_Verbs/138_to_save_ex2.m4a
04_Core_Verbs,139,word,to work,travailler,04_Core_Verbs/139_to_work.m4a
04_Core_Verbs,139,sentence1,I work in an office.,Je travaille dans un bureau.,04_Core_Verbs/139_to_work_ex1.m4a
04_Core_Verbs,139,sentence2,She works very hard.,Elle travaille très dur.,04_Core_Verbs/139_to_work_ex2.m4a
04_Core_Verbs,140,word,to play,jouer,04_Core_Verbs/140_to_play.m4a
04_Core_Verbs,140,sentence1,The children play in the garden.,Les enfants jouent dans le jardin.,04_Core_Verbs/140_to_play_ex1.m4a
04_Core_Verbs,140,sentence2,She plays the piano beautifully.,Elle joue du piano magnifiquement.,04_Core_Verbs/140_to_play_ex2.m4a
04_Core_Verbs,141,word,to study,étudier,04_Core_Verbs/141_to_study.m4a
04_Core_Verbs,141,sentence1,I study French every day.,J'étudie le français tous les jours.,04_Core_Verbs/141_to_study_ex1.m4a
04_Core_Verbs,141,sentence2,She studies medicine at university.,Elle étudie la médecine à l'université.,04_Core_Verbs/141_to_study_ex2.m4a
04_Core_Verbs,142,word,to learn,apprendre,04_Core_Verbs/142_to_learn.m4a
04_Core_Verbs,142,sentence1,I am learning French.,J'apprends le français.,04_Core_Verbs/142_to_learn_ex1.m4a
04_Core_Verbs,142,sentence2,She learns quickly.,Elle apprend vite.,04_Core_Verbs/142_to_learn_ex2.m4a
04_Core_Verbs,143,word,to teach,enseigner,04_Core_Verbs/143_to_teach.m4a
04_Core_Verbs,143,sentence1,She teaches French at the school.,Elle enseigne le français à l'école.,04_Core_Verbs/143_to_teach_ex1.m4a
04_Core_Verbs,143,sentence2,I taught my son how to swim.,J'ai appris à mon fils à nager.,04_Core_Verbs/143_to_teach_ex2.m4a
04_Core_Verbs,144,word,to read,lire,04_Core_Verbs/144_to_read.m4a
04_Core_Verbs,144,sentence1,I read a book every week.,Je lis un livre chaque semaine.,04_Core_Verbs/144_to_read_ex1.m4a
04_Core_Verbs,144,sentence2,She reads the newspaper every morning.,Elle lit le journal chaque matin.,04_Core_Verbs/144_to_read_ex2.m4a
04_Core_Verbs,145,word,to write,écrire,04_Core_Verbs/145_to_write.m4a
04_Core_Verbs,145,sentence1,I write in my journal every day.,J'écris dans mon journal tous les jours.,04_Core_Verbs/145_to_write_ex1.m4a
04_Core_Verbs,145,sentence2,She writes beautiful stories.,Elle écrit de belles histoires.,04_Core_Verbs/145_to_write_ex2.m4a
04_Core_Verbs,146,word,to draw,dessiner,04_Core_Verbs/146_to_draw.m4a
04_Core_Verbs,146,sentence1,She draws beautiful pictures.,Elle dessine de belles images.,04_Core_Verbs/146_to_draw_ex1.m4a
04_Core_Verbs,146,sentence2,I drew a map of the city.,J'ai dessiné une carte de la ville.,04_Core_Verbs/146_to_draw_ex2.m4a
04_Core_Verbs,147,word,to sing,chanter,04_Core_Verbs/147_to_sing.m4a
04_Core_Verbs,147,sentence1,She sings beautifully.,Elle chante magnifiquement.,04_Core_Verbs/147_to_sing_ex1.m4a
04_Core_Verbs,147,sentence2,I sing in the shower.,Je chante sous la douche.,04_Core_Verbs/147_to_sing_ex2.m4a
04_Core_Verbs,148,word,to dance,danser,04_Core_Verbs/148_to_dance.m4a
04_Core_Verbs,148,sentence1,We danced all night at the party.,Nous avons dansé toute la nuit à la fête.,04_Core_Verbs/148_to_dance_ex1.m4a
04_Core_Verbs,148,sentence2,She dances beautifully.,Elle danse magnifiquement.,04_Core_Verbs/148_to_dance_ex2.m4a
04_Core_Verbs,149,word,to run,courir,04_Core_Verbs/149_to_run.m4a
04_Core_Verbs,149,sentence1,I run every morning.,Je cours tous les matins.,04_Core_Verbs/149_to_run_ex1.m4a
04_Core_Verbs,149,sentence2,She runs very fast.,Elle court très vite.,04_Core_Verbs/149_to_run_ex2.m4a
04_Core_Verbs,150,word,to walk,marcher,04_Core_Verbs/150_to_walk.m4a
04_Core_Verbs,150,sentence1,I walk to work every day.,Je marche jusqu'au travail tous les jours.,04_Core_Verbs/150_to_walk_ex1.m4a
04_Core_Verbs,150,sentence2,She walks her dog in the morning.,Elle promène son chien le matin.,04_Core_Verbs/150_to_walk_ex2.m4a
04_Core_Verbs,151,word,to jump,sauter,04_Core_Verbs/151_to_jump.m4a
04_Core_Verbs,151,sentence1,The children jumped with joy.,Les enfants ont sauté de joie.,04_Core_Verbs/151_to_jump_ex1.m4a
04_Core_Verbs,151,sentence2,She jumps rope every morning.,Elle saute à la corde chaque matin.,04_Core_Verbs/151_to_jump_ex2.m4a
04_Core_Verbs,152,word,to swim,nager,04_Core_Verbs/152_to_swim.m4a
04_Core_Verbs,152,sentence1,I swim every summer.,Je nage tous les étés.,04_Core_Verbs/152_to_swim_ex1.m4a
04_Core_Verbs,152,sentence2,She swims very well.,Elle nage très bien.,04_Core_Verbs/152_to_swim_ex2.m4a
04_Core_Verbs,153,word,to fly,voler,04_Core_Verbs/153_to_fly.m4a
04_Core_Verbs,153,sentence1,The bird flies high in the sky.,L'oiseau vole haut dans le ciel.,04_Core_Verbs/153_to_fly_ex1.m4a
04_Core_Verbs,153,sentence2,We flew to Paris last summer.,Nous avons volé jusqu'à Paris l'été dernier.,04_Core_Verbs/153_to_fly_ex2.m4a
04_Core_Verbs,154,word,to drive,conduire,04_Core_Verbs/154_to_drive.m4a
04_Core_Verbs,154,sentence1,I drive to work every day.,Je conduis pour aller au travail tous les jours.,04_Core_Verbs/154_to_drive_ex1.m4a
04_Core_Verbs,154,sentence2,She drives very carefully.,Elle conduit très prudemment.,04_Core_Verbs/154_to_drive_ex2.m4a
04_Core_Verbs,155,word,to travel,voyager,04_Core_Verbs/155_to_travel.m4a
04_Core_Verbs,155,sentence1,I love to travel.,J'adore voyager.,04_Core_Verbs/155_to_travel_ex1.m4a
04_Core_Verbs,155,sentence2,She travels around the world.,Elle voyage à travers le monde.,04_Core_Verbs/155_to_travel_ex2.m4a
04_Core_Verbs,156,word,to arrive,arriver,04_Core_Verbs/156_to_arrive.m4a
04_Core_Verbs,156,sentence1,I arrived late to the meeting.,Je suis arrivé en retard à la réunion.,04_Core_Verbs/156_to_arrive_ex1.m4a
04_Core_Verbs,156,sentence2,She arrives at nine every morning.,Elle arrive à neuf heures chaque matin.,04_Core_Verbs/156_to_arrive_ex2.m4a
04_Core_Verbs,157,word,to leave,partir,04_Core_Verbs/157_to_leave.m4a
04_Core_Verbs,157,sentence1,I leave for work at eight.,Je pars au travail à huit heures.,04_Core_Verbs/157_to_leave_ex1.m4a
04_Core_Verbs,157,sentence2,She left without saying goodbye.,Elle est partie sans dire au revoir.,04_Core_Verbs/157_to_leave_ex2.m4a
04_Core_Verbs,158,word,to stay,rester,04_Core_Verbs/158_to_stay.m4a
04_Core_Verbs,158,sentence1,I stayed home all weekend.,Je suis resté à la maison tout le week-end.,04_Core_Verbs/158_to_stay_ex1.m4a
04_Core_Verbs,158,sentence2,She stays late at the office.,Elle reste tard au bureau.,04_Core_Verbs/158_to_stay_ex2.m4a
04_Core_Verbs,159,word,to live,vivre / habiter,04_Core_Verbs/159_to_live.m4a
04_Core_Verbs,159,sentence1,I live in Ottawa.,J'habite à Ottawa.,04_Core_Verbs/159_to_live_ex1.m4a
04_Core_Verbs,159,sentence2,She lives with her parents.,Elle vit avec ses parents.,04_Core_Verbs/159_to_live_ex2.m4a
04_Core_Verbs,160,word,to die,mourir,04_Core_Verbs/160_to_die.m4a
04_Core_Verbs,160,sentence1,He died peacefully in his sleep.,Il est mort paisiblement dans son sommeil.,04_Core_Verbs/160_to_die_ex1.m4a
04_Core_Verbs,160,sentence2,The plant died from lack of water.,La plante est morte par manque d'eau.,04_Core_Verbs/160_to_die_ex2.m4a
04_Core_Verbs,161,word,to be born,naître,04_Core_Verbs/161_to_be_born.m4a
04_Core_Verbs,161,sentence1,I was born in 1995.,Je suis né en 1995.,04_Core_Verbs/161_to_be_born_ex1.m4a
04_Core_Verbs,161,sentence2,She was born in Montreal.,Elle est née à Montréal.,04_Core_Verbs/161_to_be_born_ex2.m4a
04_Core_Verbs,162,word,to grow,grandir / pousser,04_Core_Verbs/162_to_grow.m4a
04_Core_Verbs,162,sentence1,Children grow up so fast.,Les enfants grandissent si vite.,04_Core_Verbs/162_to_grow_ex1.m4a
04_Core_Verbs,162,sentence2,The plant grows quickly in the sun.,La plante pousse vite au soleil.,04_Core_Verbs/162_to_grow_ex2.m4a
04_Core_Verbs,163,word,to change,changer,04_Core_Verbs/163_to_change.m4a
04_Core_Verbs,163,sentence1,I need to change my clothes.,Je dois changer de vêtements.,04_Core_Verbs/163_to_change_ex1.m4a
04_Core_Verbs,163,sentence2,She changed her mind.,Elle a changé d'avis.,04_Core_Verbs/163_to_change_ex2.m4a
04_Core_Verbs,164,word,to become,devenir,04_Core_Verbs/164_to_become.m4a
04_Core_Verbs,164,sentence1,She became a doctor.,Elle est devenue médecin.,04_Core_Verbs/164_to_become_ex1.m4a
04_Core_Verbs,164,sentence2,I want to become a teacher.,Je veux devenir professeur.,04_Core_Verbs/164_to_become_ex2.m4a
04_Core_Verbs,165,word,to start,commencer,04_Core_Verbs/165_to_start.m4a
04_Core_Verbs,165,sentence1,The movie starts at eight.,Le film commence à huit heures.,04_Core_Verbs/165_to_start_ex1.m4a
04_Core_Verbs,165,sentence2,She started a new job.,Elle a commencé un nouveau travail.,04_Core_Verbs/165_to_start_ex2.m4a
04_Core_Verbs,166,word,to begin,commencer,04_Core_Verbs/166_to_begin.m4a
04_Core_Verbs,166,sentence1,The class begins at nine.,Le cours commence à neuf heures.,04_Core_Verbs/166_to_begin_ex1.m4a
04_Core_Verbs,166,sentence2,She began writing her book last year.,Elle a commencé à écrire son livre l'année dernière.,04_Core_Verbs/166_to_begin_ex2.m4a
04_Core_Verbs,167,word,to finish,finir,04_Core_Verbs/167_to_finish.m4a
04_Core_Verbs,167,sentence1,I finished my homework.,J'ai fini mes devoirs.,04_Core_Verbs/167_to_finish_ex1.m4a
04_Core_Verbs,167,sentence2,She finishes work at five.,Elle finit le travail à dix-sept heures.,04_Core_Verbs/167_to_finish_ex2.m4a
04_Core_Verbs,168,word,to end,terminer,04_Core_Verbs/168_to_end.m4a
04_Core_Verbs,168,sentence1,The movie ends at ten.,Le film se termine à dix heures.,04_Core_Verbs/168_to_end_ex1.m4a
04_Core_Verbs,168,sentence2,The meeting ended early.,La réunion s'est terminée tôt.,04_Core_Verbs/168_to_end_ex2.m4a
04_Core_Verbs,169,word,to stop,arrêter,04_Core_Verbs/169_to_stop.m4a
04_Core_Verbs,169,sentence1,Please stop talking.,"Arrête de parler, s'il te plaît.",04_Core_Verbs/169_to_stop_ex1.m4a
04_Core_Verbs,169,sentence2,The car stopped suddenly.,La voiture s'est arrêtée soudainement.,04_Core_Verbs/169_to_stop_ex2.m4a
04_Core_Verbs,170,word,to continue,continuer,04_Core_Verbs/170_to_continue.m4a
04_Core_Verbs,170,sentence1,Please continue your story.,"Continue ton histoire, s'il te plaît.",04_Core_Verbs/170_to_continue_ex1.m4a
04_Core_Verbs,170,sentence2,We continued walking despite the rain.,Nous avons continué à marcher malgré la pluie.,04_Core_Verbs/170_to_continue_ex2.m4a
04_Core_Verbs,171,word,to try,essayer,04_Core_Verbs/171_to_try.m4a
04_Core_Verbs,171,sentence1,I will try my best.,Je ferai de mon mieux.,04_Core_Verbs/171_to_try_ex1.m4a
04_Core_Verbs,171,sentence2,She tried to call you.,Elle a essayé de t'appeler.,04_Core_Verbs/171_to_try_ex2.m4a
04_Core_Verbs,172,word,to succeed,réussir,04_Core_Verbs/172_to_succeed.m4a
04_Core_Verbs,172,sentence1,She succeeded in her studies.,Elle a réussi ses études.,04_Core_Verbs/172_to_succeed_ex1.m4a
04_Core_Verbs,172,sentence2,I hope you succeed.,J'espère que tu réussiras.,04_Core_Verbs/172_to_succeed_ex2.m4a
04_Core_Verbs,173,word,to fail,échouer,04_Core_Verbs/173_to_fail.m4a
04_Core_Verbs,173,sentence1,I failed the exam.,J'ai échoué à l'examen.,04_Core_Verbs/173_to_fail_ex1.m4a
04_Core_Verbs,173,sentence2,She failed to arrive on time.,Elle n'a pas réussi à arriver à l'heure.,04_Core_Verbs/173_to_fail_ex2.m4a
04_Core_Verbs,174,word,to help,aider,04_Core_Verbs/174_to_help.m4a
04_Core_Verbs,174,sentence1,"Can you help me, please?","Peux-tu m'aider, s'il te plaît ?",04_Core_Verbs/174_to_help_ex1.m4a
04_Core_Verbs,174,sentence2,She helps her mother every day.,Elle aide sa mère tous les jours.,04_Core_Verbs/174_to_help_ex2.m4a
04_Core_Verbs,175,word,to allow,permettre,04_Core_Verbs/175_to_allow.m4a
04_Core_Verbs,175,sentence1,My parents allow me to go out on weekends.,Mes parents me permettent de sortir le week-end.,04_Core_Verbs/175_to_allow_ex1.m4a
04_Core_Verbs,175,sentence2,This ticket allows you to enter for free.,Ce billet te permet d'entrer gratuitement.,04_Core_Verbs/175_to_allow_ex2.m4a
04_Core_Verbs,176,word,to let,laisser,04_Core_Verbs/176_to_let.m4a
04_Core_Verbs,176,sentence1,Let me help you.,Laisse-moi t'aider.,04_Core_Verbs/176_to_let_ex1.m4a
04_Core_Verbs,176,sentence2,She let her hair down.,Elle a laissé ses cheveux détachés.,04_Core_Verbs/176_to_let_ex2.m4a
04_Core_Verbs,177,word,to ask,demander,04_Core_Verbs/177_to_ask.m4a
04_Core_Verbs,177,sentence1,I asked her a question.,Je lui ai posé une question.,04_Core_Verbs/177_to_ask_ex1.m4a
04_Core_Verbs,177,sentence2,She asked for help.,Elle a demandé de l'aide.,04_Core_Verbs/177_to_ask_ex2.m4a
04_Core_Verbs,178,word,to answer,répondre,04_Core_Verbs/178_to_answer.m4a
04_Core_Verbs,178,sentence1,I answered the phone.,J'ai répondu au téléphone.,04_Core_Verbs/178_to_answer_ex1.m4a
04_Core_Verbs,178,sentence2,She answered all my questions.,Elle a répondu à toutes mes questions.,04_Core_Verbs/178_to_answer_ex2.m4a
04_Core_Verbs,179,word,to explain,expliquer,04_Core_Verbs/179_to_explain.m4a
04_Core_Verbs,179,sentence1,Can you explain this to me?,Peux-tu m'expliquer ça ?,04_Core_Verbs/179_to_explain_ex1.m4a
04_Core_Verbs,179,sentence2,She explained the rules clearly.,Elle a expliqué les règles clairement.,04_Core_Verbs/179_to_explain_ex2.m4a
04_Core_Verbs,180,word,to show,montrer,04_Core_Verbs/180_to_show.m4a
04_Core_Verbs,180,sentence1,Show me your photos.,Montre-moi tes photos.,04_Core_Verbs/180_to_show_ex1.m4a
